/var/spool/slurm/slurmd/job780239/slurm_script: line 19: ./venv/bin/activate: No such file or directory
/home/sep4013/.conda/envs/lilac2/lib/python3.13/site-packages/torchio/data/image.py:253: UserWarning: Using TorchIO images without a torchio.SubjectsLoader in PyTorch >= 2.3 might have unexpected consequences, e.g., the collated batches will be instances of torchio.Subject with 5D images. Replace your PyTorch DataLoader with a torchio.SubjectsLoader so that the collated batch becomes a dictionary, as expected. See https://github.com/TorchIO-project/torchio/issues/1179 for more context about this issue.
  warnings.warn(message, stacklevel=1)
 ----------------- Run Setup Summary -----------------
JOB NAME: LOADER_PSAo_1
TASK: temporal_ordering
Target Attribute: timepoint
BACKBONE: resnet18_3D_psao
RUN MODE: train
Num of GPUs: 1
Num of Model Parameter: 33267776
 ----------------- Training initiated -----------------
lr_scheduler.StepLR is set:  [20.0, 0.5]

[Epoch 0/100] [Batch 0/1189] [ loss: 1.472000 ] ETA: 2 days, 3:23:23.381729
[Epoch 0/100] [Batch 1/1189] [ loss: 8.475925 ] ETA: 1 day, 16:21:32.268000
[Epoch 0/100] [Batch 251/1189] [ loss: 1.221511 ] ETA: 1 day, 9:21:31.383256
[Epoch 0/100] [Batch 252/1189] [ loss: 2.606609 ] ETA: 1 day, 11:52:00.911465
[Epoch 0/100] [Batch 253/1189] [ loss: 1.942618 ] ETA: 1 day, 8:20:05.034079
[Epoch 0/100] [Batch 254/1189] [ loss: 2.018198 ] ETA: 1 day, 14:05:38.951344
[Epoch 0/100] [Batch 255/1189] [ loss: 1.864447 ] ETA: 1 day, 13:21:24.147555
[Epoch 0/100] [Batch 256/1189] [ loss: 2.466536 ] ETA: 1 day, 12:25:31.153822
[Epoch 0/100] [Batch 257/1189] [ loss: 1.283005 ] ETA: 1 day, 9:24:16.246817
[Epoch 0/100] [Batch 258/1189] [ loss: 1.818970 ] ETA: 1 day, 4:49:33.506710
[Epoch 0/100] [Batch 259/1189] [ loss: 1.157567 ] ETA: 1 day, 6:58:05.350411
[Epoch 0/100] [Batch 260/1189] [ loss: 1.693344 ] ETA: 1 day, 9:09:39.367237
[Epoch 0/100] [Batch 261/1189] [ loss: 1.594660 ] ETA: 1 day, 8:25:24.196708
[Epoch 0/100] [Batch 262/1189] [ loss: 1.561742 ] ETA: 1 day, 8:35:03.772805
[Epoch 0/100] [Batch 263/1189] [ loss: 1.846620 ] ETA: 1 day, 11:09:53.051045
[Epoch 0/100] [Batch 264/1189] [ loss: 1.051597 ] ETA: 1 day, 9:58:42.924926
[Epoch 0/100] [Batch 265/1189] [ loss: 1.445452 ] ETA: 1 day, 9:36:35.139291
[Epoch 0/100] [Batch 266/1189] [ loss: 1.633538 ] ETA: 1 day, 2:41:18.485831
[Epoch 0/100] [Batch 267/1189] [ loss: 2.757493 ] ETA: 1 day, 13:34:01.095043
[Epoch 0/100] [Batch 268/1189] [ loss: 1.536749 ] ETA: 1 day, 2:59:46.110855
[Epoch 0/100] [Batch 269/1189] [ loss: 2.189626 ] ETA: 1 day, 10:45:06.272777
[Epoch 0/100] [Batch 270/1189] [ loss: 1.833082 ] ETA: 1 day, 10:07:33.504546
[Epoch 0/100] [Batch 271/1189] [ loss: 1.445002 ] ETA: 1 day, 18:38:46.081399
[Epoch 0/100] [Batch 272/1189] [ loss: 1.159480 ] ETA: 1 day, 7:01:47.742960
[Epoch 0/100] [Batch 273/1189] [ loss: 2.304639 ] ETA: 1 day, 19:33:39.919381
[Epoch 0/100] [Batch 274/1189] [ loss: 3.395524 ] ETA: 1 day, 6:18:11.553585
[Epoch 0/100] [Batch 275/1189] [ loss: 2.770386 ] ETA: 1 day, 8:45:12.622809
[Epoch 0/100] [Batch 276/1189] [ loss: 1.563877 ] ETA: 1 day, 4:15:03.600548
[Epoch 0/100] [Batch 277/1189] [ loss: 2.047864 ] ETA: 1 day, 10:25:07.251825
[Epoch 0/100] [Batch 278/1189] [ loss: 1.318724 ] ETA: 1 day, 5:10:40.199795
[Epoch 0/100] [Batch 279/1189] [ loss: 4.145126 ] ETA: 1 day, 7:55:20.711609
[Epoch 0/100] [Batch 280/1189] [ loss: 1.491770 ] ETA: 1 day, 4:16:20.857401
[Epoch 0/100] [Batch 281/1189] [ loss: 1.632305 ] ETA: 1 day, 4:33:34.573930
[Epoch 0/100] [Batch 282/1189] [ loss: 1.259510 ] ETA: 1 day, 8:48:57.453751
[Epoch 0/100] [Batch 283/1189] [ loss: 1.332870 ] ETA: 1 day, 6:00:36.389528
[Epoch 0/100] [Batch 284/1189] [ loss: 1.382026 ] ETA: 1 day, 7:50:07.810728
[Epoch 0/100] [Batch 285/1189] [ loss: 2.960097 ] ETA: 1 day, 12:04:22.981939
[Epoch 0/100] [Batch 286/1189] [ loss: 2.884319 ] ETA: 1 day, 16:18:47.143401
[Epoch 0/100] [Batch 287/1189] [ loss: 2.177124 ] ETA: 1 day, 6:32:03.686244
[Epoch 0/100] [Batch 288/1189] [ loss: 2.398079 ] ETA: 1 day, 5:53:52.050999
[Epoch 0/100] [Batch 289/1189] [ loss: 2.621387 ] ETA: 1 day, 9:34:11.691801
[Epoch 0/100] [Batch 290/1189] [ loss: 2.097078 ] ETA: 1 day, 6:16:57.849934
[Epoch 0/100] [Batch 291/1189] [ loss: 2.994310 ] ETA: 1 day, 6:56:00.490611
[Epoch 0/100] [Batch 292/1189] [ loss: 2.988416 ] ETA: 1 day, 11:00:33.216248
[Epoch 0/100] [Batch 293/1189] [ loss: 2.040263 ] ETA: 1 day, 8:10:17.505601
[Epoch 0/100] [Batch 294/1189] [ loss: 1.737056 ] ETA: 1 day, 8:02:38.144783
[Epoch 0/100] [Batch 295/1189] [ loss: 2.012510 ] ETA: 1 day, 13:27:50.946368
[Epoch 0/100] [Batch 296/1189] [ loss: 1.155142 ] ETA: 1 day, 5:29:28.646995
[Epoch 0/100] [Batch 297/1189] [ loss: 1.495357 ] ETA: 1 day, 5:37:35.787325
[Epoch 0/100] [Batch 298/1189] [ loss: 1.131504 ] ETA: 1 day, 11:42:25.070045
[Epoch 0/100] [Batch 299/1189] [ loss: 1.318519 ] ETA: 1 day, 7:39:29.731932
[Epoch 0/100] [Batch 300/1189] [ loss: 1.808033 ] ETA: 1 day, 8:52:59.415464
[Epoch 0/100] [Batch 301/1189] [ loss: 1.293682 ] ETA: 1 day, 9:28:37.229475
[Epoch 0/100] [Batch 302/1189] [ loss: 1.948822 ] ETA: 1 day, 14:18:26.441755
[Epoch 0/100] [Batch 303/1189] [ loss: 1.920222 ] ETA: 1 day, 4:29:54.181956
[Epoch 0/100] [Batch 304/1189] [ loss: 1.928417 ] ETA: 1 day, 11:07:05.794158
[Epoch 0/100] [Batch 305/1189] [ loss: 1.595824 ] ETA: 1 day, 6:25:33.319160
[Epoch 0/100] [Batch 306/1189] [ loss: 1.711033 ] ETA: 1 day, 8:31:25.330133
[Epoch 0/100] [Batch 307/1189] [ loss: 2.239500 ] ETA: 1 day, 10:57:15.102830
[Epoch 0/100] [Batch 308/1189] [ loss: 1.647556 ] ETA: 1 day, 14:00:30.913651
[Epoch 0/100] [Batch 309/1189] [ loss: 1.629679 ] ETA: 1 day, 7:35:53.154564
[Epoch 0/100] [Batch 310/1189] [ loss: 1.005921 ] ETA: 1 day, 6:44:17.543020
[Epoch 0/100] [Batch 311/1189] [ loss: 1.444398 ] ETA: 1 day, 10:40:19.334347
[Epoch 0/100] [Batch 312/1189] [ loss: 1.718809 ] ETA: 1 day, 12:11:26.590572
[Epoch 0/100] [Batch 313/1189] [ loss: 2.151886 ] ETA: 1 day, 13:03:50.929721
[Epoch 0/100] [Batch 314/1189] [ loss: 1.872266 ] ETA: 1 day, 6:13:16.295813
[Epoch 0/100] [Batch 315/1189] [ loss: 1.603998 ] ETA: 1 day, 7:12:48.814325
[Epoch 0/100] [Batch 316/1189] [ loss: 1.637491 ] ETA: 1 day, 5:51:14.213974
[Epoch 0/100] [Batch 317/1189] [ loss: 1.491494 ] ETA: 1 day, 6:01:05.444605
[Epoch 0/100] [Batch 318/1189] [ loss: 1.262165 ] ETA: 1 day, 11:34:23.772959
[Epoch 0/100] [Batch 319/1189] [ loss: 2.346459 ] ETA: 1 day, 5:31:04.623590
[Epoch 0/100] [Batch 320/1189] [ loss: 2.004053 ] ETA: 1 day, 13:05:44.960971
[Epoch 0/100] [Batch 321/1189] [ loss: 1.495031 ] ETA: 1 day, 7:32:46.417732
[Epoch 0/100] [Batch 322/1189] [ loss: 1.425645 ] ETA: 1 day, 14:25:51.017428
[Epoch 0/100] [Batch 323/1189] [ loss: 1.878645 ] ETA: 1 day, 16:51:53.424167
[Epoch 0/100] [Batch 324/1189] [ loss: 2.107688 ] ETA: 1 day, 3:48:30.214985
[Epoch 0/100] [Batch 325/1189] [ loss: 1.305365 ] ETA: 1 day, 4:31:25.829455
[Epoch 0/100] [Batch 326/1189] [ loss: 1.169584 ] ETA: 1 day, 3:11:13.283014
[Epoch 0/100] [Batch 327/1189] [ loss: 1.290939 ] ETA: 1 day, 12:01:12.765606
[Epoch 0/100] [Batch 328/1189] [ loss: 1.454183 ] ETA: 1 day, 8:31:10.931871
[Epoch 0/100] [Batch 329/1189] [ loss: 1.750103 ] ETA: 1 day, 10:06:46.510503
[Epoch 0/100] [Batch 330/1189] [ loss: 1.543380 ] ETA: 1 day, 9:31:39.158185
[Epoch 0/100] [Batch 331/1189] [ loss: 2.374328 ] ETA: 1 day, 8:37:56.457659
[Epoch 0/100] [Batch 332/1189] [ loss: 2.171339 ] ETA: 1 day, 9:04:57.163931
[Epoch 0/100] [Batch 333/1189] [ loss: 1.496986 ] ETA: 1 day, 8:20:40.100635
[Epoch 0/100] [Batch 334/1189] [ loss: 1.567307 ] ETA: 1 day, 7:54:55.723897
[Epoch 0/100] [Batch 335/1189] [ loss: 1.468159 ] ETA: 1 day, 7:56:05.368563
[Epoch 0/100] [Batch 336/1189] [ loss: 1.477330 ] ETA: 1 day, 5:14:51.278429
[Epoch 0/100] [Batch 337/1189] [ loss: 1.730288 ] ETA: 1 day, 16:02:03.431836
[Epoch 0/100] [Batch 338/1189] [ loss: 1.321126 ] ETA: 1 day, 7:54:49.501526
[Epoch 0/100] [Batch 339/1189] [ loss: 1.471682 ] ETA: 2 days, 1:34:42.824989
[Epoch 0/100] [Batch 340/1189] [ loss: 1.544780 ] ETA: 1 day, 9:25:04.690018
[Epoch 0/100] [Batch 341/1189] [ loss: 1.220155 ] ETA: 1 day, 6:00:08.155116
[Epoch 0/100] [Batch 342/1189] [ loss: 1.532604 ] ETA: 1 day, 8:53:37.515843
[Epoch 0/100] [Batch 343/1189] [ loss: 1.524548 ] ETA: 1 day, 5:28:27.947415
[Epoch 0/100] [Batch 344/1189] [ loss: 1.111895 ] ETA: 1 day, 9:42:29.495875
[Epoch 0/100] [Batch 345/1189] [ loss: 1.464339 ] ETA: 1 day, 11:02:35.735465
[Epoch 0/100] [Batch 346/1189] [ loss: 1.370604 ] ETA: 1 day, 13:30:39.839009
[Epoch 0/100] [Batch 347/1189] [ loss: 1.235350 ] ETA: 1 day, 7:31:28.689077
[Epoch 0/100] [Batch 348/1189] [ loss: 1.574619 ] ETA: 1 day, 7:41:10.782202
[Epoch 0/100] [Batch 349/1189] [ loss: 1.361725 ] ETA: 1 day, 10:33:02.557219
[Epoch 0/100] [Batch 350/1189] [ loss: 1.879125 ] ETA: 1 day, 11:51:48.240664
[Epoch 0/100] [Batch 351/1189] [ loss: 3.004196 ] ETA: 1 day, 13:41:43.583291
[Epoch 0/100] [Batch 352/1189] [ loss: 1.996627 ] ETA: 1 day, 11:47:42.482995
[Epoch 0/100] [Batch 353/1189] [ loss: 1.649995 ] ETA: 1 day, 10:05:22.299197
[Epoch 0/100] [Batch 354/1189] [ loss: 1.492868 ] ETA: 1 day, 14:43:25.842220
[Epoch 0/100] [Batch 355/1189] [ loss: 1.739968 ] ETA: 1 day, 8:49:13.496346
[Epoch 0/100] [Batch 356/1189] [ loss: 1.316505 ] ETA: 1 day, 10:50:16.679565
[Epoch 0/100] [Batch 357/1189] [ loss: 2.233278 ] ETA: 1 day, 12:29:20.882426
[Epoch 0/100] [Batch 358/1189] [ loss: 1.332157 ] ETA: 1 day, 12:26:01.342476
[Epoch 0/100] [Batch 359/1189] [ loss: 1.501997 ] ETA: 1 day, 7:16:41.661519
[Epoch 0/100] [Batch 360/1189] [ loss: 1.584970 ] ETA: 1 day, 10:20:10.821128
[Epoch 0/100] [Batch 361/1189] [ loss: 1.621860 ] ETA: 1 day, 9:51:47.705426
[Epoch 0/100] [Batch 362/1189] [ loss: 1.968655 ] ETA: 1 day, 2:01:27.407970
[Epoch 0/100] [Batch 363/1189] [ loss: 1.859567 ] ETA: 1 day, 10:11:43.565531
[Epoch 0/100] [Batch 364/1189] [ loss: 1.467531 ] ETA: 1 day, 7:48:58.681515
[Epoch 0/100] [Batch 365/1189] [ loss: 2.157892 ] ETA: 1 day, 1:27:23.324834
[Epoch 0/100] [Batch 366/1189] [ loss: 1.709076 ] ETA: 1 day, 0:47:39.439250
[Epoch 0/100] [Batch 367/1189] [ loss: 1.524457 ] ETA: 1 day, 15:31:39.178722
[Epoch 0/100] [Batch 368/1189] [ loss: 2.428511 ] ETA: 1 day, 14:34:37.557678
[Epoch 0/100] [Batch 369/1189] [ loss: 1.364229 ] ETA: 1 day, 7:16:30.890856
[Epoch 0/100] [Batch 370/1189] [ loss: 1.269796 ] ETA: 1 day, 1:47:28.241894
[Epoch 0/100] [Batch 371/1189] [ loss: 1.764281 ] ETA: 1 day, 4:40:09.827360
[Epoch 0/100] [Batch 372/1189] [ loss: 1.539981 ] ETA: 1 day, 8:40:31.446167
[Epoch 0/100] [Batch 373/1189] [ loss: 1.899116 ] ETA: 1 day, 15:53:22.629931
[Epoch 0/100] [Batch 374/1189] [ loss: 1.610991 ] ETA: 1 day, 8:54:38.638250
[Epoch 0/100] [Batch 375/1189] [ loss: 1.352218 ] ETA: 1 day, 10:17:19.757377
[Epoch 0/100] [Batch 376/1189] [ loss: 1.495475 ] ETA: 1 day, 6:21:21.182719
[Epoch 0/100] [Batch 377/1189] [ loss: 1.728455 ] ETA: 1 day, 7:52:29.387038
[Epoch 0/100] [Batch 378/1189] [ loss: 1.442347 ] ETA: 1 day, 8:25:45.316138
[Epoch 0/100] [Batch 379/1189] [ loss: 1.224177 ] ETA: 1 day, 8:58:24.363621
[Epoch 0/100] [Batch 380/1189] [ loss: 1.409543 ] ETA: 1 day, 9:02:05.719318
[Epoch 0/100] [Batch 381/1189] [ loss: 1.261087 ] ETA: 1 day, 6:14:51.795272
[Epoch 0/100] [Batch 382/1189] [ loss: 1.669622 ] ETA: 1 day, 9:34:48.583795
[Epoch 0/100] [Batch 383/1189] [ loss: 1.521968 ] ETA: 1 day, 14:00:16.009609
[Epoch 0/100] [Batch 384/1189] [ loss: 1.071436 ] ETA: 1 day, 9:10:38.148147
[Epoch 0/100] [Batch 385/1189] [ loss: 1.290529 ] ETA: 1 day, 8:14:16.345192
[Epoch 0/100] [Batch 386/1189] [ loss: 1.442008 ] ETA: 1 day, 9:17:32.144782
[Epoch 0/100] [Batch 387/1189] [ loss: 1.834754 ] ETA: 1 day, 4:32:48.669065
[Epoch 0/100] [Batch 388/1189] [ loss: 1.340534 ] ETA: 1 day, 9:29:17.836773
[Epoch 0/100] [Batch 389/1189] [ loss: 4.046462 ] ETA: 1 day, 8:05:32.645069
[Epoch 0/100] [Batch 390/1189] [ loss: 1.215323 ] ETA: 1 day, 11:54:13.675804
[Epoch 0/100] [Batch 391/1189] [ loss: 2.259950 ] ETA: 1 day, 0:35:09.182901
[Epoch 0/100] [Batch 392/1189] [ loss: 2.707645 ] ETA: 1 day, 9:50:19.174161
[Epoch 0/100] [Batch 393/1189] [ loss: 1.468590 ] ETA: 1 day, 8:02:35.462154
[Epoch 0/100] [Batch 394/1189] [ loss: 1.415869 ] ETA: 1 day, 7:30:33.949167
[Epoch 0/100] [Batch 395/1189] [ loss: 1.292179 ] ETA: 1 day, 2:34:55.175511
[Epoch 0/100] [Batch 396/1189] [ loss: 1.327838 ] ETA: 1 day, 6:12:39.800835
[Epoch 0/100] [Batch 397/1189] [ loss: 1.432177 ] ETA: 1 day, 7:41:08.444143
[Epoch 0/100] [Batch 398/1189] [ loss: 1.419826 ] ETA: 1 day, 9:01:17.568172
[Epoch 0/100] [Batch 399/1189] [ loss: 1.154453 ] ETA: 1 day, 8:34:53.388858
[Epoch 0/100] [Batch 400/1189] [ loss: 1.461667 ] ETA: 1 day, 11:38:14.442415
[Epoch 0/100] [Batch 401/1189] [ loss: 1.816645 ] ETA: 1 day, 16:29:06.596160
[Epoch 0/100] [Batch 402/1189] [ loss: 1.876285 ] ETA: 1 day, 2:12:23.167863
[Epoch 0/100] [Batch 403/1189] [ loss: 1.138136 ] ETA: 1 day, 10:48:56.499171
[Epoch 0/100] [Batch 404/1189] [ loss: 1.888073 ] ETA: 1 day, 5:24:26.242043
[Epoch 0/100] [Batch 405/1189] [ loss: 1.410520 ] ETA: 1 day, 9:55:43.189267
[Epoch 0/100] [Batch 406/1189] [ loss: 1.064565 ] ETA: 1 day, 4:50:56.616228
[Epoch 0/100] [Batch 407/1189] [ loss: 2.146591 ] ETA: 1 day, 4:59:34.568135
[Epoch 0/100] [Batch 408/1189] [ loss: 2.440764 ] ETA: 1 day, 3:21:07.258132
[Epoch 0/100] [Batch 409/1189] [ loss: 2.322126 ] ETA: 1 day, 6:53:18.709830
[Epoch 0/100] [Batch 410/1189] [ loss: 1.741648 ] ETA: 1 day, 6:08:21.090367
[Epoch 0/100] [Batch 411/1189] [ loss: 1.454729 ] ETA: 1 day, 7:48:17.899464
[Epoch 0/100] [Batch 412/1189] [ loss: 0.937810 ] ETA: 1 day, 3:41:43.165489
[Epoch 0/100] [Batch 413/1189] [ loss: 2.349698 ] ETA: 1 day, 6:37:12.467213
[Epoch 0/100] [Batch 414/1189] [ loss: 1.840035 ] ETA: 1 day, 5:48:07.116117
[Epoch 0/100] [Batch 415/1189] [ loss: 2.159667 ] ETA: 1 day, 6:44:47.223791
[Epoch 0/100] [Batch 416/1189] [ loss: 2.628117 ] ETA: 1 day, 6:19:54.810151
[Epoch 0/100] [Batch 417/1189] [ loss: 1.452695 ] ETA: 1 day, 11:34:05.868132
[Epoch 0/100] [Batch 418/1189] [ loss: 2.014037 ] ETA: 1 day, 9:36:31.890600
[Epoch 0/100] [Batch 419/1189] [ loss: 2.324230 ] ETA: 1 day, 8:16:17.736980
[Epoch 0/100] [Batch 420/1189] [ loss: 2.912603 ] ETA: 1 day, 2:00:57.640247
[Epoch 0/100] [Batch 421/1189] [ loss: 1.354508 ] ETA: 1 day, 6:32:21.418690
[Epoch 0/100] [Batch 422/1189] [ loss: 1.414116 ] ETA: 1 day, 6:22:09.613420
[Epoch 0/100] [Batch 423/1189] [ loss: 1.524312 ] ETA: 1 day, 10:20:01.902865
[Epoch 0/100] [Batch 424/1189] [ loss: 1.905661 ] ETA: 1 day, 6:36:47.827632
[Epoch 0/100] [Batch 425/1189] [ loss: 2.051293 ] ETA: 1 day, 4:39:17.948118
[Epoch 0/100] [Batch 426/1189] [ loss: 1.780683 ] ETA: 1 day, 4:29:19.157550
[Epoch 0/100] [Batch 427/1189] [ loss: 1.766867 ] ETA: 1 day, 10:12:46.778110
[Epoch 0/100] [Batch 428/1189] [ loss: 1.363729 ] ETA: 1 day, 17:12:22.688053
[Epoch 0/100] [Batch 429/1189] [ loss: 1.528442 ] ETA: 1 day, 7:49:45.805686
[Epoch 0/100] [Batch 430/1189] [ loss: 1.461234 ] ETA: 1 day, 9:39:56.617935
[Epoch 0/100] [Batch 431/1189] [ loss: 1.414115 ] ETA: 1 day, 11:02:25.398614
[Epoch 0/100] [Batch 432/1189] [ loss: 1.370372 ] ETA: 1 day, 1:14:11.676118
[Epoch 0/100] [Batch 433/1189] [ loss: 1.418506 ] ETA: 1 day, 5:31:14.708735
[Epoch 0/100] [Batch 434/1189] [ loss: 1.444190 ] ETA: 1 day, 13:36:51.849900
[Epoch 0/100] [Batch 435/1189] [ loss: 1.938203 ] ETA: 1 day, 6:13:32.129760
[Epoch 0/100] [Batch 436/1189] [ loss: 2.020730 ] ETA: 1 day, 6:41:32.803619
[Epoch 0/100] [Batch 437/1189] [ loss: 1.155404 ] ETA: 1 day, 9:14:52.931894
[Epoch 0/100] [Batch 438/1189] [ loss: 1.887414 ] ETA: 1 day, 10:20:46.441005
[Epoch 0/100] [Batch 439/1189] [ loss: 1.434207 ] ETA: 1 day, 7:50:30.050097
[Epoch 0/100] [Batch 440/1189] [ loss: 1.907141 ] ETA: 1 day, 7:30:13.839841
[Epoch 0/100] [Batch 441/1189] [ loss: 2.059333 ] ETA: 1 day, 7:56:13.919943
[Epoch 0/100] [Batch 442/1189] [ loss: 1.317481 ] ETA: 1 day, 8:42:13.125735
[Epoch 0/100] [Batch 443/1189] [ loss: 1.520011 ] ETA: 1 day, 4:45:25.608662
[Epoch 0/100] [Batch 444/1189] [ loss: 1.332468 ] ETA: 1 day, 1:36:27.165104
[Epoch 0/100] [Batch 445/1189] [ loss: 1.443555 ] ETA: 1 day, 10:16:11.373457
[Epoch 0/100] [Batch 446/1189] [ loss: 2.007586 ] ETA: 1 day, 6:18:04.470657
[Epoch 0/100] [Batch 447/1189] [ loss: 2.361850 ] ETA: 1 day, 7:20:49.285733
[Epoch 0/100] [Batch 448/1189] [ loss: 1.746683 ] ETA: 1 day, 4:12:08.006249
[Epoch 0/100] [Batch 449/1189] [ loss: 1.482352 ] ETA: 1 day, 2:09:28.525796
[Epoch 0/100] [Batch 450/1189] [ loss: 1.674093 ] ETA: 1 day, 4:33:45.815165
[Epoch 0/100] [Batch 451/1189] [ loss: 1.378854 ] ETA: 1 day, 13:40:57.002856
[Epoch 0/100] [Batch 452/1189] [ loss: 1.517226 ] ETA: 1 day, 5:45:02.074497
[Epoch 0/100] [Batch 453/1189] [ loss: 1.299039 ] ETA: 1 day, 8:06:57.411943
[Epoch 0/100] [Batch 454/1189] [ loss: 1.478065 ] ETA: 1 day, 10:32:07.516186
[Epoch 0/100] [Batch 455/1189] [ loss: 1.261609 ] ETA: 1 day, 8:37:42.915305
[Epoch 0/100] [Batch 456/1189] [ loss: 1.590848 ] ETA: 1 day, 7:32:32.481801
[Epoch 0/100] [Batch 457/1189] [ loss: 1.725237 ] ETA: 1 day, 14:53:22.440639
[Epoch 0/100] [Batch 458/1189] [ loss: 1.656664 ] ETA: 1 day, 12:24:00.954638
[Epoch 0/100] [Batch 459/1189] [ loss: 1.759568 ] ETA: 1 day, 12:29:40.800337
[Epoch 0/100] [Batch 460/1189] [ loss: 1.378930 ] ETA: 1 day, 4:37:38.261032
[Epoch 0/100] [Batch 461/1189] [ loss: 1.442411 ] ETA: 1 day, 11:05:14.340259
[Epoch 0/100] [Batch 462/1189] [ loss: 1.452928 ] ETA: 1 day, 9:39:43.986774
[Epoch 0/100] [Batch 463/1189] [ loss: 1.405872 ] ETA: 1 day, 3:03:52.221047
[Epoch 0/100] [Batch 464/1189] [ loss: 1.740981 ] ETA: 1 day, 9:38:43.432630
[Epoch 0/100] [Batch 465/1189] [ loss: 1.441166 ] ETA: 1 day, 8:07:24.694053
[Epoch 0/100] [Batch 466/1189] [ loss: 1.939333 ] ETA: 1 day, 4:54:49.192047
[Epoch 0/100] [Batch 467/1189] [ loss: 2.228366 ] ETA: 1 day, 9:35:26.717765
[Epoch 0/100] [Batch 468/1189] [ loss: 1.324699 ] ETA: 1 day, 12:22:24.786438
[Epoch 0/100] [Batch 469/1189] [ loss: 1.634930 ] ETA: 1 day, 1:52:49.555975
[Epoch 0/100] [Batch 470/1189] [ loss: 1.349475 ] ETA: 1 day, 5:31:25.197628
[Epoch 0/100] [Batch 471/1189] [ loss: 1.863382 ] ETA: 1 day, 6:19:33.543744
[Epoch 0/100] [Batch 472/1189] [ loss: 1.534446 ] ETA: 1 day, 11:17:52.927989
[Epoch 0/100] [Batch 473/1189] [ loss: 1.382874 ] ETA: 1 day, 9:42:30.246423
[Epoch 0/100] [Batch 474/1189] [ loss: 1.344612 ] ETA: 1 day, 11:57:31.553708
[Epoch 0/100] [Batch 475/1189] [ loss: 1.255144 ] ETA: 1 day, 1:37:40.505927
[Epoch 0/100] [Batch 476/1189] [ loss: 1.281395 ] ETA: 1 day, 6:59:32.084188
[Epoch 0/100] [Batch 477/1189] [ loss: 1.408514 ] ETA: 1 day, 5:30:32.780712
[Epoch 0/100] [Batch 478/1189] [ loss: 1.332567 ] ETA: 1 day, 12:05:04.967461
[Epoch 0/100] [Batch 479/1189] [ loss: 1.365854 ] ETA: 1 day, 4:43:20.099751
[Epoch 0/100] [Batch 480/1189] [ loss: 0.962309 ] ETA: 1 day, 4:59:39.071188
[Epoch 0/100] [Batch 481/1189] [ loss: 1.416538 ] ETA: 1 day, 1:50:38.486574
[Epoch 0/100] [Batch 482/1189] [ loss: 1.663058 ] ETA: 1 day, 9:38:22.087954
[Epoch 0/100] [Batch 483/1189] [ loss: 1.627184 ] ETA: 1 day, 2:44:02.666435
[Epoch 0/100] [Batch 484/1189] [ loss: 2.203884 ] ETA: 1 day, 14:23:25.397209
[Epoch 0/100] [Batch 485/1189] [ loss: 1.710449 ] ETA: 1 day, 17:38:15.720397
[Epoch 0/100] [Batch 486/1189] [ loss: 1.298160 ] ETA: 1 day, 12:52:39.208749
[Epoch 0/100] [Batch 487/1189] [ loss: 1.860590 ] ETA: 1 day, 8:07:19.615079
[Epoch 0/100] [Batch 488/1189] [ loss: 2.800220 ] ETA: 1 day, 2:43:15.408337
[Epoch 0/100] [Batch 489/1189] [ loss: 1.866095 ] ETA: 1 day, 8:01:44.559841
[Epoch 0/100] [Batch 490/1189] [ loss: 1.737269 ] ETA: 1 day, 15:10:19.589181
[Epoch 0/100] [Batch 491/1189] [ loss: 1.457747 ] ETA: 1 day, 10:06:12.114681
[Epoch 0/100] [Batch 492/1189] [ loss: 1.532325 ] ETA: 1 day, 12:06:25.707121
[Epoch 0/100] [Batch 493/1189] [ loss: 1.496794 ] ETA: 1 day, 5:32:50.561500
[Epoch 0/100] [Batch 494/1189] [ loss: 1.229755 ] ETA: 1 day, 8:07:22.236142
[Epoch 0/100] [Batch 495/1189] [ loss: 2.402775 ] ETA: 1 day, 3:13:04.610254
[Epoch 0/100] [Batch 496/1189] [ loss: 1.381218 ] ETA: 1 day, 5:20:23.561834
[Epoch 0/100] [Batch 497/1189] [ loss: 1.085278 ] ETA: 1 day, 7:05:53.609448
[Epoch 0/100] [Batch 498/1189] [ loss: 1.710114 ] ETA: 1 day, 8:18:58.725097
[Epoch 0/100] [Batch 499/1189] [ loss: 1.195113 ] ETA: 1 day, 10:20:01.374274
[Epoch 0/100] [Batch 500/1189] [ loss: 1.222924 ] ETA: 1 day, 13:10:06.353760
[Epoch 0/100] [Batch 501/1189] [ loss: 1.525177 ] ETA: 1 day, 6:39:59.996820
[Epoch 0/100] [Batch 502/1189] [ loss: 1.582700 ] ETA: 1 day, 18:52:18.249825
[Epoch 0/100] [Batch 503/1189] [ loss: 2.273242 ] ETA: 1 day, 4:11:48.358566
[Epoch 0/100] [Batch 504/1189] [ loss: 1.552296 ] ETA: 1 day, 14:34:09.698927
[Epoch 0/100] [Batch 505/1189] [ loss: 1.431698 ] ETA: 1 day, 15:19:35.591483
[Epoch 0/100] [Batch 506/1189] [ loss: 1.654767 ] ETA: 1 day, 5:45:55.909859
[Epoch 0/100] [Batch 507/1189] [ loss: 1.409492 ] ETA: 1 day, 10:59:56.870183
[Epoch 0/100] [Batch 508/1189] [ loss: 1.615471 ] ETA: 1 day, 10:13:28.573643
